,period_open,period_close,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,returns,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,algo_volatility,benchmark_period_return,benchmark_volatility,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,AAPL,short_mavg,long_mavg,date
2014-01-31 21:00:00+00:00,2014-01-31 14:31:00+00:00,2014-01-31 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,21,2014-01,,,,2014-01-31
2014-02-03 21:00:00+00:00,2014-02-03 14:31:00+00:00,2014-02-03 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,22,2014-02,,,,2014-02-03
2014-02-04 21:00:00+00:00,2014-02-04 14:31:00+00:00,2014-02-04 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,23,2014-02,,,,2014-02-04
2014-02-05 21:00:00+00:00,2014-02-05 14:31:00+00:00,2014-02-05 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,24,2014-02,,,,2014-02-05
2014-02-06 21:00:00+00:00,2014-02-06 14:31:00+00:00,2014-02-06 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,25,2014-02,,,,2014-02-06
2014-02-07 21:00:00+00:00,2014-02-07 14:31:00+00:00,2014-02-07 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26,2014-02,,,,2014-02-07
2014-02-10 21:00:00+00:00,2014-02-10 14:31:00+00:00,2014-02-10 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,27,2014-02,,,,2014-02-10
2014-02-11 21:00:00+00:00,2014-02-11 14:31:00+00:00,2014-02-11 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,28,2014-02,,,,2014-02-11
2014-02-12 21:00:00+00:00,2014-02-12 14:31:00+00:00,2014-02-12 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,29,2014-02,,,,2014-02-12
2014-02-13 21:00:00+00:00,2014-02-13 14:31:00+00:00,2014-02-13 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,30,2014-02,,,,2014-02-13
2014-02-14 21:00:00+00:00,2014-02-14 14:31:00+00:00,2014-02-14 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,31,2014-02,,,,2014-02-14
2014-02-18 21:00:00+00:00,2014-02-18 14:31:00+00:00,2014-02-18 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,32,2014-02,,,,2014-02-18
2014-02-19 21:00:00+00:00,2014-02-19 14:31:00+00:00,2014-02-19 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,33,2014-02,,,,2014-02-19
2014-02-20 21:00:00+00:00,2014-02-20 14:31:00+00:00,2014-02-20 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,34,2014-02,,,,2014-02-20
2014-02-21 21:00:00+00:00,2014-02-21 14:31:00+00:00,2014-02-21 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,35,2014-02,,,,2014-02-21
2014-02-24 21:00:00+00:00,2014-02-24 14:31:00+00:00,2014-02-24 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,36,2014-02,,,,2014-02-24
2014-02-25 21:00:00+00:00,2014-02-25 14:31:00+00:00,2014-02-25 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,37,2014-02,,,,2014-02-25
2014-02-26 21:00:00+00:00,2014-02-26 14:31:00+00:00,2014-02-26 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,38,2014-02,,,,2014-02-26
2014-02-27 21:00:00+00:00,2014-02-27 14:31:00+00:00,2014-02-27 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,39,2014-02,,,,2014-02-27
2014-02-28 21:00:00+00:00,2014-02-28 14:31:00+00:00,2014-02-28 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,40,2014-02,,,,2014-02-28
2014-03-03 21:00:00+00:00,2014-03-03 14:31:00+00:00,2014-03-03 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,41,2014-03,,,,2014-03-03
2014-03-04 21:00:00+00:00,2014-03-04 14:31:00+00:00,2014-03-04 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,42,2014-03,,,,2014-03-04
2014-03-05 21:00:00+00:00,2014-03-05 14:31:00+00:00,2014-03-05 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,43,2014-03,,,,2014-03-05
2014-03-06 21:00:00+00:00,2014-03-06 14:31:00+00:00,2014-03-06 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,44,2014-03,,,,2014-03-06
2014-03-07 21:00:00+00:00,2014-03-07 14:31:00+00:00,2014-03-07 21:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,45,2014-03,,,,2014-03-07
2014-03-10 20:00:00+00:00,2014-03-10 13:31:00+00:00,2014-03-10 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,46,2014-03,,,,2014-03-10
2014-03-11 20:00:00+00:00,2014-03-11 13:31:00+00:00,2014-03-11 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,47,2014-03,,,,2014-03-11
2014-03-12 20:00:00+00:00,2014-03-12 13:31:00+00:00,2014-03-12 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,48,2014-03,,,,2014-03-12
2014-03-13 20:00:00+00:00,2014-03-13 13:31:00+00:00,2014-03-13 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,49,2014-03,,,,2014-03-13
2014-03-14 20:00:00+00:00,2014-03-14 13:31:00+00:00,2014-03-14 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,50,2014-03,,,,2014-03-14
2014-03-17 20:00:00+00:00,2014-03-17 13:31:00+00:00,2014-03-17 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,51,2014-03,,,,2014-03-17
2014-03-18 20:00:00+00:00,2014-03-18 13:31:00+00:00,2014-03-18 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,52,2014-03,,,,2014-03-18
2014-03-19 20:00:00+00:00,2014-03-19 13:31:00+00:00,2014-03-19 20:00:00+00:00,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,53,2014-03,,,,2014-03-19
